person_uri,year,gender_label,gender_uri
http://www.wikidata.org/entity/Q104670248,1961,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104672563,1980,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104673352,1978,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104676326,1859,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104698681,1958,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104708150,1907,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104713175,1930,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104713861,1942,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104713870,1957,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104713897,1913,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104728,1857,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104728638,1973,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104731100,1874,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104761727,1930,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104761813,1931,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104763996,1977,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104770561,1840,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104771879,1881,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104772404,1896,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104776973,1852,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104785208,1961,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104785942,1952,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q1047933,1897,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104796260,1848,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104797693,1904,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104797766,1934,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104797824,1942,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104798030,1965,female,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q104809046,1947,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104814835,1861,male,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q104814835,1867,male,http://www.wikidata.org/entity/Q6581097
